post_id,original_comment,cleaned_comment,comment_length,cleaned_length,language,vader_sentiment,vader_score,textblob_sentiment,textblob_score,final_sentiment,Post_ID
V7PS1ROzq4,"This supermarket is wonderful! The produce is always fresh, and I love their commitment to local sourcing. Highly recommend!","supermarket wonderful! produce always fresh, love commitment local sourcing. highly recommend!",19,11,en,positive,0.9449,positive,0.4,positive,530
V7PS1ROzq4,"While the sales are appealing, I often find that popular items are frequently out of stock, which can be frustrating.","sale appealing, often find popular item frequently stock, frustrating.",20,9,en,neutral,-0.0258,positive,0.20000000000000004,positive,531
V7PS1ROzq4,"It’s a standard grocery store. It has what I need, but I wish there were more options for gluten-free products.","standard grocery store. need, wish option glutenfree products.",20,8,en,positive,0.5499,positive,0.25,positive,532
V7PS1ROzq4,"My experience today was less than ideal. The checkout was slow, and I felt rushed to finish my shopping.","experience today less ideal. checkout slow, felt rushed finish shopping.",19,10,en,positive,0.4804,positive,0.14444444444444446,positive,533
V7PS1ROzq4,"I was quite disappointed during my last visit; several shelves were empty, which is concerning for a grocery store.","quite disappointed last visit several shelf empty, concerning grocery store.",19,10,en,negative,-0.6361,negative,-0.2125,negative,534
V7PS1ROzq4,"Very unhappy with my experience today! The staff was indifferent, and I couldn’t find several items on my list.","unhappy experience today! staff indifferent, couldnt find several item list.",19,10,en,negative,-0.6352,negative,-0.48750000000000004,negative,535
V7PS1ROzq4,"This store is okay for quick trips; it has the basics, but I wouldn’t recommend it for anything special.","store okay quick trip basics, wouldnt recommend anything special.",19,9,en,positive,0.8047,positive,0.3968253968253968,positive,536
V7PS1ROzq4,"I really enjoy shopping here! The staff is always welcoming, and the variety of fresh products is impressive.","really enjoy shopping here! staff always welcoming, variety fresh product impressive.",18,11,en,positive,0.9059,positive,0.6,positive,537
V7PS1ROzq4,"I faced a small issue with an expired item, but the staff resolved it quickly and efficiently, which I appreciated.","faced small issue expired item, staff resolved quickly efficiently, appreciated.",20,10,en,positive,0.8765,neutral,0.09444444444444444,positive,538
V7PS1ROzq4,"Just an average supermarket. It serves its purpose, but there’s nothing that excites me about it.","average supermarket. serf purpose, there nothing excites it.",16,8,en,negative,-0.5157,negative,-0.15,negative,539
fs4c73QudK,"What an incredible supermarket! I’m always amazed by their selection of fresh fruits and vegetables, and the quality is always great!","incredible supermarket! always amazed selection fresh fruit vegetables, quality always great!",21,11,en,positive,0.8802,positive,0.7666666666666666,positive,540
fs4c73QudK,"I appreciate their sales, but I often notice that my favorite snacks are sold out. Still, I keep coming back!","appreciate sales, often notice favorite snack sold out. still, keep coming back!",20,12,en,positive,0.7304,positive,0.25,positive,541
fs4c73QudK,"It’s an okay store. It has what I need, but I’d love to see a broader selection of international foods.","okay store. need, love see broader selection international foods.",20,9,en,positive,0.8047,positive,0.3333333333333333,positive,542
fs4c73QudK,"My shopping trip today was not enjoyable. The store was crowded, making it hard to navigate and find what I wanted.","shopping trip today enjoyable. store crowded, making hard navigate find wanted.",21,11,en,negative,-0.4226,negative,-0.27083333333333337,negative,543
fs4c73QudK,"I was disappointed with my last visit; many products were out of stock, and the store felt chaotic.","disappointed last visit many product stock, store felt chaotic.",18,9,en,negative,-0.743,neutral,-0.08333333333333333,negative,544
fs4c73QudK,"Terrible service today! The staff seemed uninterested in helping, and I left without finding half of what I needed.","terrible service today! staff seemed uninterested helping, left without finding half needed.",19,12,en,negative,-0.2942,negative,-0.3888888888888889,negative,545
fs4c73QudK,"This supermarket is fine for quick stops; it has the basics, but it doesn’t stand out for specialty items.","supermarket fine quick stop basics, doesnt stand specialty items.",19,9,en,neutral,0.0258,positive,0.375,positive,546
fs4c73QudK,"I love how well-organized this store is! It’s easy to find everything I need, and the quality is consistently high.","love wellorganized store is! easy find everything need, quality consistently high.",20,11,en,positive,0.8122,positive,0.4061111111111111,positive,547
fs4c73QudK,"I had a small issue with my purchase, but the staff was quick to assist and resolved it promptly.","small issue purchase, staff quick assist resolved promptly.",19,8,en,positive,0.2617,neutral,0.04166666666666666,positive,548
fs4c73QudK,"Just a basic grocery store experience. It serves its purpose, but there’s nothing extraordinary about it.","basic grocery store experience. serf purpose, there nothing extraordinary it.",16,10,en,neutral,0.0,positive,0.16666666666666666,positive,549
2B77itMMVh,I’m consistently impressed with this supermarket! They have a fantastic selection of fresh produce and great prices on everyday items.,consistently impressed supermarket! fantastic selection fresh produce great price everyday items.,20,11,en,positive,0.9245,positive,0.45999999999999996,positive,550
2B77itMMVh,"I appreciate the competitive prices, but I’ve noticed that some of my favorite snacks are often out of stock.","appreciate competitive prices, ive noticed favorite snack often stock.",19,9,en,positive,0.7351,positive,0.5,positive,551
2B77itMMVh,"It’s a fine grocery store for everyday needs. However, I think it could offer more variety in its product range.","fine grocery store everyday needs. however, think could offer variety product range.",20,12,en,positive,0.2023,positive,0.2388888888888889,positive,552
2B77itMMVh,"My experience today was not great. The checkout line was long, and I felt rushed while shopping.","experience today great. checkout line long, felt rushed shopping.",17,9,en,negative,-0.5096,negative,-0.225,negative,553
2B77itMMVh,"I was very disappointed with my visit; the store was poorly stocked, and I couldn’t find many items.","disappointed visit store poorly stocked, couldnt find many items.",18,9,en,negative,-0.5256,negative,-0.2916666666666667,negative,554
2B77itMMVh,"Extremely unhappy with my experience! The staff was unhelpful, and I left without the items I needed.","extremely unhappy experience! staff unhelpful, left without item needed.",17,9,en,negative,-0.5244,negative,-0.375,negative,555
2B77itMMVh,"This supermarket is okay for quick trips. It has the basics, but I wouldn’t recommend it for gourmet shopping.","supermarket okay quick trips. basics, wouldnt recommend gourmet shopping.",19,9,en,positive,0.5719,positive,0.41666666666666663,positive,556
2B77itMMVh,"I absolutely love this store! The staff is always friendly, and the variety of fresh products is impressive every time I visit.","absolutely love store! staff always friendly, variety fresh product impressive every time visit.",22,13,en,positive,0.9272,positive,0.575,positive,557
2B77itMMVh,"I had a small issue with a coupon, but the staff was very helpful in resolving it quickly.","small issue coupon, staff helpful resolving quickly.",18,7,en,positive,0.8375,neutral,0.09444444444444444,positive,558
2B77itMMVh,"Just a typical supermarket experience. It serves its purpose, but there’s nothing exciting about it.","typical supermarket experience. serf purpose, there nothing exciting it.",15,9,en,negative,-0.5334,neutral,0.06666666666666667,negative,559
H6OY90QTXy,"What a delightful shopping experience! The fresh produce is always exceptional, and the store is well-organized. Highly recommended!","delightful shopping experience! fresh produce always exceptional, store wellorganized. highly recommended!",18,11,en,positive,0.8306,positive,0.5416666666666667,positive,560
H6OY90QTXy,"While the prices are decent, I’ve found that my favorite snacks are often sold out, which can be a hassle.","price decent, ive found favorite snack often sold out, hassle.",20,10,en,positive,0.4588,positive,0.3333333333333333,positive,561
H6OY90QTXy,"It’s a standard grocery store; it does what I need it to do, but I wish it had more unique items available.","standard grocery store need do, wish unique item available.",22,9,en,positive,0.5499,positive,0.31875,positive,562
H6OY90QTXy,"My experience today was quite hectic. The aisles were crowded, which made it hard to navigate with a cart.","experience today quite hectic. aisle crowded, made hard navigate cart.",19,10,en,negative,-0.1027,negative,-0.2916666666666667,negative,563
H6OY90QTXy,"I was very disappointed with my visit; the store felt chaotic, and many items were expired or damaged.","disappointed visit store felt chaotic, many item expired damaged.",18,9,en,negative,-0.8588,negative,-0.23750000000000004,negative,564
H6OY90QTXy,"Extremely unhappy with my experience! The staff was unhelpful, and I left without finding what I needed.","extremely unhappy experience! staff unhelpful, left without finding needed.",17,9,en,negative,-0.5244,negative,-0.375,negative,565
